line_id	genre	text
17579 	drama	هههههه يالله يالله يالله يالله يالله .
17580 	comedy	يود اتصل في الشرطة
17581 	interview	عماد: اي
17582 	drama	النوخذة: جب اص اص أمشوا أمشوا صبيان
17583 	drama	استاذ صلاح: طول ما اهو مو ملتزم بالنظام انا من حقي امنعه ومحد يقدر يقول لي غلطان.
17584 	comedy	بو عذاري: اشوي اشوي اشفيك انت؟
17585 	drama	صج هذا عرسي؟
17586 	drama	ام فهد : يه معرس و شيخ الرجاجيل
17587 	monologue	قال "في بس بتكون فالمعرض الثاني"
17588 	forum_novels	فكرت انك تحبني ..
17589 	forum_novels	امها : يمه الطبيب مايسمح بدخول احد حتى امه
17590 	comedy	اللوزة.
17591 	forum_novels	دقت الباب ..
17592 	drama	د: يا يبه سعدون عطاني اكثر من ذي بوايد عطاني اللي ما ينشرى ابيزات بس مع الأسف لا آنا ولا اهو قدرنا نمشي في نفس الطريج من رخصتك واذا احتجتوا حق أي شي آنا حاضر و آنا بمرعليكم بين فترة والثانية مع السلامة
17593 	comedy	مش خل نروح القهوة نشرب لنا استكانة شاي ونرجع
17594 	forum_novels	ركبت معاه السيارة و انا ملتزمة الصمت و هو نفس الحالة ما سالني و لا سولف معاي هذا الشي خلاني ارتاح مبدئيا ناضرت له لثواني و باعدت عيني ..
17595 	forum_novels	يالي ما في ازكى منج في الطهارة ..
17596 	drama	موظفة ٢: الحمدلله طلعت من العناية المركزة.
17597 	forum_novels	بعد ماتعشو كل واحد راح بيته ومريم راحت غرفتها عشان تتصل في سلمان
17598 	comedy	طفاش: لا انت كلش ميح ترى جسوم، لا ابي بوعبدالله ولا ابي سمك ولا ابي قراقير، جسوم
17599 	interview	حمود: هذي اول بطولة كأس الامير ويه الوحدة فزنا فيها واحد صفر, صديت بلنتي
17600 	forum_novels	سالم : خير يا خوي شفيه ماجد والله متنا من الرعبه
17601 	interview	يعني يحطوني على الكرسي
17602 	interview	كانو يحبوني كانو دعم لي ...
17603 	play	زهير: عاد وش تذكريني اخ
17604 	interview	المذيع 1: طاقة ايجابية.
17605 	monologue	عرف مغزى كلامي انه انا ما بعلم اختي ولا بتحرى وبسأل شصفة هالحرمة الي معاك اهي اختك اهيا امك اهي زوجتك الي بتكون مستحيل اخرب بيت اختي و مستحيل اجي و ابط قنبلة و افجره وانا ماعرف أساسه ولا ابغى اعرف أساسه ولا لي حق اعرف أساسه لأنه الله ستار يحب الستر
17606 	drama	سعدون: بعد أحسن.
17607 	play	حميد: وش هالغزال اللي هناك بصوت عالي
17608 	forum_novels	كرهني حياتي
17609 	forum_novels	صورة جماعيه في أخر عيد مريم كانت ويا اهلها ..
17610 	play	أبو حصة : أنتوا شنو حادكم تقعدون في هالفريق ..
17611 	monologue	شنو راتبها؟
17612 	comedy	ابو عذاري: عاد يشتغل كراني ما يشتغل كراني هاي مب على كيفج انتي على كيفي انا..
17613 	forum_novels	ما اكتفى بهذا الكف ..
17614 	forum_novels	و ناضرت ويه ريناد ...
17615 	comedy	الله يحيك
17616 	drama	أ: شورج وهداية الله يا أم سند، آنا من باجر بوصي على تريبين حصى ورمل وبنسدها وما يصير خاطرج إلا طيب، بشري
17617 	interview	بعدها تختفي او يختفي المحل ماله مكان او حتى يختفي من الاسواق
17618 	forum_novels	واحنا شسوينا يوم عرفنا كنا رايحين نقتلها عشان نغسل العار ..
17619 	interview	هذي الشمخ هذي الشمخ
17620 	cooking	الكباب
17621 	forum_novels	مريم : الله لا يحرمني منك
17622 	interview	ما يصير تكون علي الا الساعة الفلانية
17623 	interview	ما في الا هالقناة احنا نطالع..
17624 	forum_novels	سمعت صوت الباب ينفتح : يلا اكلمج بعدين وصكرته بسرعه
17625 	comedy	بتروحون عمرة!
17626 	drama	خريط
17627 	comedy	.......
17628 	drama	ام الخير: عجل ليش تقطع الجيات؟
17629 	forum_novels	اصلا اهو طلع عشان في احتمال انه يشوف الحورية مثل ما قام يسميها نزل المطعم وطلب له اكل وقعد ياكل وعينه على الباب بس تفكيره كله في مريم ..
17630 	play	الصبغ يخلس بس الحين رممناه بعشرين ألف صار البيت مضبوط
17631 	comedy	توه يشتغل كراني في الحكومة
17632 	interview	بس احنا يعني قبل ما نطلع لأذان المغرب وقفنا مع استاذنا العزيز استاذ ابراهيم وكنا نتكلم عن المسرحية مسرحية البراحة
17633 	drama	مساعد: اهوه ينطر رد من سند اذا انتي كنتي راضيه تاخذين هالخسيس ولا لا.
17634 	drama	محمد: ان الله لا يغير ما بقوم حتى يغيروا ما بأنفسهم
17635 	cooking	راح نبتدي بالنجاب ان شاء الله.
17636 	comedy	عامل: مئة روبية.
17637 	forum_novels	خالد : اييه
17638 	drama	مهدي: الله يرحمه الله يرحمه بس اسمعني اسمعني الحين ..
17639 	interview	حمود: جيت التمرين الثاني
17640 	play	بطة: أوووبا
17641 	interview	يمكن اا..فتحت فيس بوك لاسباب..إن احيانا تبي تفتح شي معين او تبي تروح يقولك عطني حساب الاكاونت مال الفيس بوك مالك ففتحت اكاونت فيس بوك على اساس اوصل لشي..
17642 	comedy	صديق خالد 3: سلفي الوداع مع عمي!
17643 	cooking	هاي القصب السكر؟
17644 	cooking	علي : الله يخليش
17645 	drama	-----------
17646 	interview	بو خليفة: السؤال في محله سلمك الله السمار , اذا بتطرح هني ما عندك منطقة مثلا ما تقول انت حافظها فال GPS احنا نسمر هني على أساس المناطق , لان هني قوع كامل في محل في سمكه ومحل ماقي سمك فمن جذي احنه نبدل المحل فالسمار جذي
17647 	play	الموظف: رجاءا اخوي، يا انك تشيل ثمانية كيلو او انك تدفع
17648 	play	الموظف: عندك وزن زائد ثمانية كيلو
17649 	forum_novels	*
17650 	play	زهير: اهمه جذي طقطقتهم أشياء خفيفة
17651 	forum_novels	ماريا : براحتك ..
17652 	comedy	احمد: انزين طرشت لك على رقمك رقم احسابي حول لي فيه ٥٠٠ دينار
17653 	play	أ: اوه انته خليجي؟
17654 	play	Not وايد حلوة
17655 	interview	خليل: لا تمدح فيه.
17656 	drama	يعقوب: احد يلبس ثوب ازرق في ليلة عرسه ، ولا بتلبس بشت بعد عليه !
17657 	monologue	ماعندهم ذي
17658 	forum_novels	اكاهي يات
17659 	folktales	ولما انصك الباب على البنيه وريلها وصاروا على فراش واحد، قالت البنيه حق ريلها مثل ما وصتها أمها مسيجره:
17660 	drama	أبو أحمد : خير ؟
17661 	forum_novels	ساعدتني و انا ما اقرب لك ..
17662 	comedy	أبو شريف: وآنة عن نفسي باخذ الجهال وبطقهم شوية ميكب يا زعم محترقين ومختنقين وباخذ الجهال وبدزهم على بو سند وانت يا بو سند بتلعب دور المنقذ
17663 	comedy	طفاش: لا بس جنه حجي مكي بيتجوز على مرته .
17664 	forum_novels	ما اشك بجاذبيتي على البنات و كلامي المعسول الي يأثر على البنات ..
17665 	monologue	عمان طلع اول مرة يجي عمان.مرحبا بك في مسقط
17666 	drama	يا حجي منصور الله هداك انا قلت ليك مفتاح الدكان مب عندي ولدي ماخذه من ثلاث أيام ما رجعه.
17667 	forum_novels	بعد ساعة ضاهرين السوق اذا تبي تيي معانا حياها
17668 	drama	ز: والله مادري ياخوك
17669 	forum_novels	رفعت راسي بشموخ ..
17670 	forum_novels	عطاني كف ..
17671 	monologue	أتحداكم تقولون لي اي.
17672 	forum_novels	و بعدها توجه خارج غرفته ..
17673 	drama	ك: شتبيني أسوي يعني؟
17674 	interview	شيماء: هذا تصرف ذكي، ان بسرعة، عشان يغطون..
17675 	drama	ام الخير: اشلونج يا بيبي؟
17676 	forum_novels	دانه وعيونها تنصك : ام امم ان
17677 	forum_novels	و هاذي اول مرة انزل بعد ما اغمى علي ..
17678 	forum_novels	هو قدر يعذبني ....
17679 	forum_novels	باب غرفتها كان مفتوح ..
17680 	forum_novels	همس ضمت اختها بقوه : مافي معرض ..
17681 	forum_novels	فيصل: : و الله لارد لكم الصاع صاعين ..
17682 	drama	هذهيه!!
17683 	comedy	لطيفة: يا يمه بنات ، بنات صغار
17684 	forum_novels	ابي اجبر خاطرها ..
17685 	drama	بشير: هاي بيتهم كأنه بيت فقارة .
17686 	forum_novels	طمنها الدكتور ان الانسان يقدر يعيش بكليه وحده عيشه طبيعيه من دون مايأثر هالشئ وانه العمليه انشالله ناجحه مريم تطمنت وبقت في المستشفى بس ما غفى لها جفن ..
17687 	forum_novels	المفعم بعذوبة البرائة الساذجة ....
17688 	drama	يجماعة أنا من رخصتكم.
17689 	interview	مال امريكا يعني انا خذت و ذي و حطيت ال هاي فيذكرني و يخليني اواصل اقول انا كنت انسان بسيط كلش كنت اذبح عمري عشان ابي اوصل شي يعني ما عندي دعم مادي كانت حالتي صعبة، و عندي رسالة ابي اقدمها حق المجتمع، ابي افيد الناس، مب قادر.
17690 	play	زهير: ايّ عراقي!
17691 	forum_novels	البنت مابغت تفك عقدتها آخرتها تطلع كذاب ..
17692 	forum_novels	شافت الباب مشرع ع اللآخر ومريم بعدها راقده قربو شوي وشافو دانه راقده بكل استسلام ..
17693 	cooking	بعد شوي
17694 	play	عامر: والله ذي ما يستحي على وجهه
17695 	play	العم/الخال حسن: دينار عراقي
17696 	reality	سكتي.
17697 	forum_novels	همس : اي اي لازم اخليك تغني في افتتاح معرضي
17698 	comedy	أبو عذاري : أبو داوود الشيء الزين أن الشاي بارز يجيبه سيده
17699 	interview	عماد: نرجع الحين على الاعمال الي في الامارات
17700 	comedy	كلام رجاجيل هاا
17701 	forum_novels	مسحت دموعها بسرعه وفتحت الباب : خير عمي
17702 	monologue	في الاخير ياخذها واحد ما يناسبها و يغربلها و تتبهدل
17703 	forum_novels	قربت ام سار : حبيبتي اليوم بزورنا ولد عمج عشان و تجوفينه و تجلسين معاه ..
17704 	play	يا شباب!
17705 	play	ابو خليل: يا ولد
17706 	forum_novels	قلنا افتكينا منكم ...
17707 	forum_novels	مشعل بابتسامة مكر : اهلين سارونه ما امداج من شوي كنت معاج
17708 	drama	صويلح: انا موجود و مكاني تعرفونه ، بس انتو صار لكم مدة ما مريتو صوب العمارة
17709 	forum_novels	روان : لو سمحتوو لا تتلكمون جي على ربيعتيه ..
17710 	forum_novels	خلاص صار هوالزمن ضدها ..
17711 	monologue	قالت اي نعم و ربعه الاثنين علمو ربعه العشرة و قاطعوه قالو له احنا ما نبغيك
17712 	forum_novels	ابوها : ومن حضرتك
17713 	drama	مهدي: ايه تسوى هذي الساعة بعد .....
17714 	cooking	اوكي
17715 	drama	أبو فهد : مصيبة يا أم فهد مصيبة
17716 	drama	محمد: وانته ليش بقيت حابس نفسك في المكان كل هالوقت معنه البيت رجع لك
17717 	comedy	أم غايب:بسم الله عليك ياولدي بشوفها يوو هذي كأنها قرصة أكي
17718 	play	قومي بدهنه لج عقب
17719 	forum_novels	مريم : انه مازعلت يا سلمان مازعل منك بس محد بيتبرع له انه اعرفهم عيال عمي قلبهم قاسي ..
17720 	drama	قولي لي شفيج !
17721 	drama	أبوي رجال عود و مريض، و ما عندي أم، و عندي إخوان صغار ياكلون يوم و ما ياكلون ثلاثة...
17722 	forum_novels	جنى : انشالله
17723 	drama	حليمة: مشكور يا موسى الحين في واحد غيرك مسؤول عني.
17724 	forum_novels	تخاف تغمض عينها و انا مو جنبها ...
17725 	forum_novels	فجأة ..
17726 	drama	عباس:مين الي ذبح محبوب!؟
17727 	forum_novels	رمى جنى في غرفتها
17728 	forum_novels	*
17729 	forum_novels	و اكتفيت ..
17730 	forum_novels	غطست جسمي و انا ازفر بضيق ...
17731 	interview	سامي : رحم الله والديك شكراً
17732 	comedy	غلوم: الحين براويك
17733 	drama	أبو منصور:" يا هلا!
17734 	interview	صلاح عبدالمجيد: لا، بالعكس كلهم اخواني
17735 	comedy	العب!
17736 	interview	عبدالله: لا مايحتاج
17737 	drama	سعدون: يعني زبدة حجيك هذي انك تبغينا نبوق.
17738 	forum_novels	خالد : الحمدالله على السلامه بوراشد
17739 	forum_novels	باعدت يدها عني بنفور ..
17740 	forum_novels	اصبحت حياتهم احلى بوجودها ..
17741 	interview	وهذا ترا نجاح الفنان.
17742 	interview	فهد..
17743 	forum_novels	الجزء الثامن والعشرون
17744 	comedy	تبين شهرين؟
17745 	reality	How are you?
17746 	forum_novels	الحمد لك يا ربي ..
17747 	play	Showing him a video
17748 	forum_novels	التفتت على راسي : ولدك
17749 	comedy	الكابتن: تبي تضعف؟
17750 	interview	ها
17751 	interview	ابي اقرأ
17752 	comedy	ام هلال: انزين
17753 	forum_novels	تعبت من حياتي الودرة ..
17754 	comedy	انا كل شي باشتري لج ..
17755 	forum_novels	: عشان ولدك علي يا ماجد
17756 	forum_novels	فاطمه : نزلي امي تبي تسلم عليج
17757 	forum_novels	واقول كاتبها من نفسي لنفسي???
17758 	forum_novels	تعبت افكر فيه و ربي تعبت ...
17759 	interview	خليل: اي الحمد الله، بس انا ما كنت ادرس وايد بس ادرس ايام الامتحانات واركز واسوي بحثي ،في الصف لا مو مشاغب بس غشمره خفيفه ويا المدرسين ويا الصف، يعني شيطانه زايده ما في لانه ما أقدر اكذب قدامك
17760 	drama	أم إبراهيم: "ويه!
17761 	interview	كانوا شخصيتين، شخصية الأم وشخصية البنت ..آه وشلون راح أسوي التغيير في هاذي الشخصية من ناحية الشكل...
17762 	play	انزين عجل انت منهو الكفيل مالك؟
17763 	drama	صبحج الله بالخير و السرور شلونج و شعلومج 3
17764 	forum_novels	سارة : يا مشعل افهمني ..
17765 	forum_novels	هل بيظهرون ابطال جدد ?
17766 	comedy	جوف شعرها اسود ، شوف عيونها مكحلة .
17767 	forum_novels	شريفه : ههه لا بعدين خلي الخدامه تعدلهم تعالي نرقد
17768 	comedy	موظف المستشفى: عليكم السلام يا هلا
17769 	comedy	مضبوط
17770 	cooking	يعني عموماً نباتي اهوا فيه زيت فيه كمية من الدهون ولكنها نباتية ما فيها كوليسترول، وكل شيء نضيف عليها الطحينة يصير لذيذ.
17771 	drama	مدها بهمزها لك
17772 	drama	تركب الدرج لو في اللفت ؟
17773 	interview	محمد ياسين: انتو من وين تطلعون الاخبار هذي!
17774 	interview	أهملت الموضوع ما رحت المستشفى تميت اسبوع موضوع التسمم عندي زاد ..
17775 	monologue	لازم خواته طبعا متغيرين يوم العرس محد يعرفهم
17776 	forum_novels	عارض طريقها سعود ..
17777 	forum_novels	انتي لما جى زوجج وطلبج من يدي اول مره ..
17778 	forum_novels	بكل ما يملك من عقل ..
17779 	forum_novels	و رفعها لمستوى ويه عشان تواجهه ..
17780 	play	خاتون: ايييي
17781 	play	زهير: جوفي طيور
17782 	play	حجي احمد: الله يبارك فيك
17783 	reality	شوفي شنو رايج حلو لا ؟
17784 	forum_novels	فاطمه : عاااادي بس اهم شي نطلع
17785 	forum_novels	بسرعة اتصلت لها ...
17786 	forum_novels	يا حلاة منطوق اسمي من شفاها ..
17787 	interview	الـ ..
17788 	play	أم بطة: خلاص مافيش غير ان انت تبيع البيت
17789 	comedy	اللهم استر علينا..
17790 	play	النسوان، نسوان قبل هي عمود البيت هي إلا تسوي كل شي حتى تروح للبقرة وتحلبها تجيبها في السطل رصاصي و تروح تجيب البيض من عند الدجاجة و تروح العين تجيب الماي تسوي كلشي حتى الجاهل تخليه يحبي ترجع ليه راكض
17791 	forum_novels	راسي: مايامر عليك عدو يا ..
17792 	cooking	بعد ما نزلنا المكونات كلها ننزل عليه الماي ننزل الماي عليه ونخلط.
17793 	forum_novels	الحمدالله الحمدالله
17794 	forum_novels	رهام لفت ويهها للجهه الثانيه (يارب تصبرني)
17795 	forum_novels	و لكن كتب لهم في النهاية ..
17796 	forum_novels	ياو خواتها وكل وحده تحظنها كانو خايفين عليها وفي نفس الوقت فرحانين انها بخير
17797 	drama	سلمان: مشكور ما قصرت
17798 	forum_novels	*
17799 	comedy	(المضيفة تطرق الباب على الكابتن بنغمه مميزة)
17800 	interview	اي هاي حق احمد المقلة حق احمد يعقوب المقلة..
17801 	forum_novels	راح نسافر ..
17802 	forum_novels	و دار ضهره و مشي ..
17803 	forum_novels	ناضرني ببرود ..
17804 	forum_novels	شلون وانا كنت احس بدفئ مشاعره وصدق كلامه في كل مره قال لي "احبج" معقوله خوفه و اهتمامه يكون تمثيل ?
17805 	drama	............................................................
17806 	play	زهير: انا يا عمتي، انا آخر دلع مدلعنها!
17807 	forum_novels	دفع الحساب وتوجه بسرعه للمكان الي يبي ينفذ خطته فيه
17808 	drama	أم إبراهيم: "شهل الحالة!
17809 	forum_novels	زين حمدت ربها كأن اختها حاسه بها
17810 	play	الملحن : يمشي عشرين ......
17811 	drama	أ: عمي منصور
17812 	reality	حلمي أكون أم يوم من الأيام وقاعدة أتعلم.
17813 	comedy	حجي مكي : ها مسخره و الله مسخرة !
17814 	play	زهير: ايوه!
17815 	drama	ااه يمة...
17816 	comedy	ام هلال: ماعليه!
17817 	forum_novels	مشيت عنهم بغرور ..
17818 	comedy	موظف: ان شاء الله ان شاء الله تأمر حبيبي
17819 	monologue	طالع يعني يروحون هاي الوع الشقر ذيلين ام العيون الخضر
17820 	play	جاسم: واحد ويه؟
17821 	forum_novels	ماجد قام وحط المخده ورا ظهره : حبيب بابا
17822 	folktales	ردت عليه مريم واهيه خايفه:
17823 	drama	آي ايش حلاتي، احلى من القمر!
17824 	comedy	طفاش:اشفيك انت؟
17825 	drama	عويشة : بسم الله الرحمن , من صجك تحاجي الساعة ؟!
17826 	interview	رقية: ما شاء الله كانت لك يعني مونولوجات جدا جميلة وانا اعتقد ان احنا في هذا الصدد لازم نذكر الأستاذ المرحوم سعيد عتيق.
17827 	forum_novels	فلم يستطع احد اجتياز هذا الحب غيرها هي ..
17828 	interview	أ: اي هذا الله يسلمك في الشارقة آنا قاعد وعندي خواتي في عجمان
17829 	interview	ضيفتنا الليلة، الفنانة البحرينية وفاء مكي.
17830 	interview	عماد: اوووه
17831 	drama	ااه..
17832 	forum_novels	وين زين
17833 	drama	مبارك: السلام عليكم
17834 	comedy	عقب ما نموت من الجوع؟!
17835 	drama	ث: ليش؟
17836 	forum_novels	مثل ما كان قلبه حجر علي ....
17837 	comedy	الحواج: بحور شنو قصدك بخور بخور.
17838 	forum_novels	روان : لا ابوي توني بس اكلم فطوم
17839 	interview	(و): حسن محمد.
17840 	interview	لما ابتدت يسوون التجارب على الادويه حتى و يعطون المرضى مثلا دوا و يقولون لهم هذي الدوا بيخفف الالم، فجافوا ان نسبة الاستجابه له من ٣٠ الى ٣٥٪ اي دوا يسمونه بلاسيبو الي هو الوهم الايجابي
17841 	forum_novels	بدور شنو موقفها اذا عاش بيرجع حبهم ولا بتنساه بسبب الخيانه ?
17842 	play	ديسكو في فريقنا؟
17843 	forum_novels	ياسر وزوجته وعمر قاعدين بالصاله
17844 	cartoon	ان شاء الله
17845 	forum_novels	نزلت فاطمه وسلمت عليهم
17846 	drama	شبصير؟
17847 	interview	محمد درويش: روعه
17848 	forum_novels	همس حست ان اختها فيها شي : تعالي حبيبتي
17849 	forum_novels	لكن داخلي لهيب شوق يخون قلبي القاسي ...
17850 	interview	نمشيها
17851 	drama	أ.صلاح: انت شايف مسكين على وجهه؟
17852 	comedy	يوسف بهلول: ان شاء الله ..
17853 	forum_novels	سعود : -------
17854 	forum_novels	بوعلي : هاااا وصلنا خير يالله نروح البيت حبيبتي فداج خالج والله
17855 	monologue	مشو الامور
17856 	forum_novels	و ثانيا انت مالك شغل بها ...
17857 	forum_novels	دمرتني يا معشوقي دمرتني ..
17858 	forum_novels	لولوه بدلع : لا مو صاير شئ بس سلمان ..
17859 	drama	لازم يهدر طول الوقت؟
17860 	forum_novels	و تيقنو بأن رجوعهم هي الحياة ..
17861 	comedy	جسوم:تخسي عشرة قلانة أنا ما بشيل شي كاني قلت لك
17862 	play	حمود: تحت المخده ؟
17863 	forum_novels	استجمع قواه و وقف على قدمينه ..
17864 	play	احلام: مالت عليك من زوج
17865 	forum_novels	لانه بنقعد يومين
17866 	interview	متشرفين فيك في المجلس اليوم معانا
17867 	monologue	لعبة بين العرب- بينهم و بين بعض، تعلمهم شلون يتذابحون بينهم و بين بعض؟
17868 	interview	عماد: اي لاتحت اهو يصير موضوع اخر..(يقاطعه)
17869 	comedy	؟
17870 	forum_novels	مريم : شفيك ??
17871 	comedy	ام عذاري: بعته خلاص
17872 	forum_novels	خل المشاعر ترتوي من محبتك
17873 	drama	مهدي: قصدي هيبتك هيبتك يعني ثلث الزولية بيطيح ابك، الزولية كامل أحسن
17874 	forum_novels	الدكتور : لا والله يا خوي ..
17875 	drama	بو ناصر: هههههههه، الله يعينك على ما ابتلاك هههههههه.
17876 	play	وبعدين خوك تعال بغيتك في كلمة راس
17877 	monologue	لا نعرف ناس مافيهم لا ذي و لا ذي
17878 	play	الشاعر : ليش تصرخ انت؟
17879 	interview	أ: اي
17880 	monologue	نكتب لهم تعليقات
17881 	forum_novels	عطف ..
17882 	comedy	هاذي زمنهم غير عن زمنا هاذي جيل يديد جذي صايرين ..
17883 	drama	ما تبي لا تقعد تبربر علينا هني
17884 	play	هكو هنيها
17885 	interview	قلت له تعرف شنو..
17886 	forum_novels	منى بفرحه : واااي مو مصدقه عمر يمي ..
17887 	interview	عماد: كله طيارات رايح و يايي
17888 	play	زهير: الخال يقول يعني ما بنختلف قولو سعركم وان شاءالله الامور طيبة
17889 	forum_novels	اخاف اني تسرعت ..
17890 	play	مايعرف مايعرف ..
17891 	forum_novels	شريفه واهي تطالع الارض : نعم
17892 	drama	مبروك: اصبر اصبر اشوي
17893 	forum_novels	كل قصة حب اكتملت بالزوآج
17894 	play	جاسم: لاااا ، هادي أكيد خطيبته ، لان لو كانت زوجته ..
17895 	drama	صديق 1: عيل أنا الدلة
17896 	forum_novels	صلو ورقدو
17897 	forum_novels	روان : انزين بس باروح وياكم
17898 	forum_novels	التفتوا سارة و مشعل للباب ..
17899 	forum_novels	كان يعاني بين الم فراقج او يترك ابوه يدخل السجن ...
17900 	play	حميد: انا اللي عندي البقرة احسن منها و فيها حنان ازيد منها
17901 	drama	بس انا ما بخليه ان ما تقصيت علومه لين ما اعرف ليش اهو يبني هالبيت انا ماهو بعتقه و ذيج الحزه بتقولين عتقه قالت 1
17902 	interview	ث: هم ملح بعد، مرات ملح
17903 	interview	ابو خليفة: و الله عبالي تتغشمر.
17904 	mix	حكمة تعلمتها في الحياة
17905 	monologue	يا اخي تدرون الناس اللي الله مرهي عليهم الحمدلله رب العالمين اغلبهم ماعندهم ذي اللي احنا قلناه
17906 	drama	خلف ابو مهره: يعقوب
17907 	interview	الشيخ عيسى: بتروح تتجسس علي.
17908 	interview	حمود: في الدوره ذي هدف واحد
17909 	forum_novels	و نسيت الماضي ...
17910 	comedy	جسوم: انته ما سمعت عمتك شقالت لك؟
17911 	forum_novels	ساره : بعد شمسويه ..
17912 	interview	رقية: احين احنه بننتقل حق جانب اخر من يعني شخصية الفنانه نورة البلوشي ناس تعودو عليج يجوفون في شخصيات متعددة مختلفة متنوعه ان كان ام عذاري ام عتيج وغيرهم من الشخصيات الي اديتيها لكن اليوم نورة البلوشي الانسانة الي لما تكون يعني عادي في البيت تمارس عملها بشكل طبيعي تستخدم سوشل ميديا اكيد فهل انتي فعلاً يعني من الناس الي تتفاعل بشكل يومي وبشكل كبير مع السوشل ميديا
17913 	forum_novels	يا ارض احفظي ما عليج حبيب قلبي حضر ..
17914 	interview	الشركة الثالثة جافت الموضوع حلو خفايف فقالت له احنا بعد بنصبح عليك دايما دامت ان نسيتنا
17915 	folktales	الين وصلت غرفة كان راقد فيها ريال وايد حلو وملبّس ذاك الحرير اللي ولا صار،
17916 	forum_novels	باست راس امها ..
17917 	drama	فاضل: نعم يبا.
17918 	drama	فهد: لا تصدقونها عويشة تكذب عليكم
17919 	play	ها ها ها؟
17920 	forum_novels	و اتقبلت الامر الواقع..اه يا يمة لو تدرين ..
17921 	forum_novels	راسي حط ايده على بطنها وهو ضامها ويطالع عيونها : يعني بعد جم شهر بيصير عندنا ولد يالله مو مصدق صج خبر يفرح ..
17922 	comedy	بو عذاري: جيف ان اعرفه، واخزه واحط عيني في عينه، واعرفه.
17923 	forum_novels	دانه : هههههههههههههههههههههههه انه انه
17924 	interview	عماد: لا لا لا
17925 	interview	مصطفى: شوف من الطفولة
17926 	drama	محمد: بو عواد هالأسم مو غريب علي بس أنت يالحجي شلي مجلسك هني في مكان مافيه باب
17927 	play	خاتون: بجم؟
17928 	reality	ماجدة اشلونج؟
17929 	comedy	بوعذاري: روح شيله شيله غلغصتهلي في الداعوس...
17930 	monologue	المذيع: بدينا؟
17931 	play	أم سند: لو سمحت ..
17932 	drama	عباس: سعيد.
17933 	comedy	خلنا نروح دكاكينا لا يطب البايق و يخمهم
17934 	interview	محمد ياسين: كانت مدرس.
17935 	forum_novels	خالد : لا تخافين ما راح ياخذه برد عنده مناعة مثل ابوه ..
17936 	comedy	أم عذاري: بو عذاري..
17937 	play	بطة: يا خرابي
17938 	forum_novels	طلعت امي و هي لابسة عباية الراس ..
17939 	drama	جزاك الله خير..
17940 	forum_novels	ريناد ودت يدها خلف ضهرها
17941 	interview	(و): اي لقاء لازم يكلموني عن مسلسل الداية.
17942 	forum_novels	اعترف ...
17943 	comedy	بخيت: يلا من رخضتج يمه
17944 	cooking	ليّن ومهروس، اما الكباب البحريني فيختلف، مكوناته من الخضرة، وبعض الناس يسمونه كباب بقل.
17945 	comedy	ماما في كلام قولي ان شاء الله ان شاء الله ..
17946 	drama	لا والله
17947 	comedy	عطني الحساب؟
17948 	comedy	....................
17949 	forum_novels	سارة : نعم مشعل
17950 	cooking	خلاص نبنّد هاي.
17951 	forum_novels	متى الوقت مناسب لك
17952 	forum_novels	ما اعرفه
17953 	drama	أ.سالم: (unclear) يا استاذ صلاح؟
17954 	interview	خليل: لا أموت على ريحته جذي
17955 	forum_novels	قاطعته صفاء : بس يا خالي باورح ويا بنات وراح يكون سكن خاص يعني مافي اي مشاكل
17956 	forum_novels	خالد : كل شيء من يدج بيعجبني ..
17957 	interview	صح
17958 	play	طب وانا كمان كلمت ماما وعلى اول طيارة حتيجي هنا البحرين
17959 	comedy	عيل غلومو شلون يسوي لنا الخبز؟؟؟
17960 	drama	أنا من سنين مضت يا دانة وانا املي ورجائي بالله كبير
17961 	interview	عماد: قرابب
17962 	comedy	أبو داوود: هاي زهبه.
17963 	interview	بس آنا في عمان كنت متواجد.
17964 	monologue	يمكن مديرته في العمل؟
17965 	drama	بدور: ابشر يا اخوي, روح قول حق سند ان اللي اهوه يقوله اهو اللي بيصير وان راسك وراسه راح يبقون مرفوعين قدام كل الناس واولهم بوسالم.
17966 	forum_novels	و ربي طاح قلبي ببطني
17967 	comedy	المجنون: اي
17968 	forum_novels	و ختم اسمه على قلبي
17969 	forum_novels	شوف حالتنا من الحر ..
17970 	interview	بسام: تطبيق اذاعة تلفزيون مملكة البحرين، طبعاَ تطبيق جميل ومفيد للكل لان بالاضافه الى البث المباشر اللي فيه الا اهو بث طبعاَ على مدار الساعة لاذاعات وقنوات تلفزيون البحرين، ونقدر ايضاَ ان احنا نسمع على مختلف الترددات في مملكة البحرين وين ماكنا، وفي ايضاَ الكثير من المميزات اللي يتضمنها هذا التطبيق
17971 	interview	صاجة صح
17972 	folktales	فيني اسهاد
17973 	forum_novels	بقوله و الي يصير يصير " : خالد
17974 	comedy	نجبي لنا
17975 	interview	عماد: (يضحك) انزين، عمرك كذبت على شخص و تعذرت بأي سبب لانك ما ترغب بالخروج معاه؟
17976 	comedy	بوداود:شلون بعد مب كذي
17977 	forum_novels	انشالله باجر باسوي
17978 	drama	النوخذة : اي و الحجي هاذي اللي قلته لك عرفت شلون بس عشان أبين لك ان هالساعة شقد غالية عندي .
17979 	mix	في الحياة وايد اشياء مادية بس احساس بالفرحة و الحرية شي ما يقدر الفلوس يشتري.
17980 	drama	أ: الحين؟
